replicate,theta_hat,se_theta,z,z_bias_corrected,wald_reject,critical_reject,bias_corrected_reject
273,0.033755966674964104,0.009241046126795929,-1.7578132499451182,-1.692538571144109,True,False,True
274,0.05500883436312634,0.013183675108241057,0.3799270174668775,0.4256810513579928,False,False,False
275,0.051723331049311504,0.011221807347356677,0.15356983023928278,0.20732287545209344,False,False,False
276,0.04173809953221005,0.011227284578093622,-0.7358769977123725,-0.682150175922456,False,False,False
277,0.036543779212600117,0.009913053323813283,-1.3574244330024083,-1.296574733317763,False,False,False
278,0.040269317676943195,0.011553851901797653,-0.8422024451899734,-0.7899942013212717,False,False,False
279,0.060304511985572996,0.013662834696410974,0.7542001505939201,0.7983495772037852,False,False,False
280,0.06956234556457068,0.014931360963543472,1.3101515402604125,1.350550156246237,False,False,False
281,0.041134944752556385,0.010211478443106275,-0.8681461060546407,-0.8090747070331664,False,False,False
282,0.038713121868082005,0.010318305664513503,-1.0938693327079452,-1.0354095102017709,False,False,False
283,0.040711681636475955,0.01229117607943949,-0.7556899603009852,-0.7066135892675453,False,False,False
284,0.055016052835237104,0.012466199862008913,0.4023722458135507,0.45075959114644576,False,False,False
285,0.04858306687863775,0.01240766070041194,-0.11419824861226363,-0.06558261249224243,False,False,False
286,0.041952873208783416,0.011765092355642688,-0.683983308244672,-0.6327124554984452,False,False,False
287,0.034225095212665056,0.011320308214736782,-1.3935048841514024,-1.3402195577919434,False,False,False
288,0.05808553294048258,0.013625389832927283,0.5934166317166928,0.6376873883782159,False,False,False
289,0.044256076528667455,0.011530720599355134,-0.4981408943040196,-0.4458279176331904,False,False,False
290,0.027187561468765175,0.008295511589499514,-2.749973679756037,-2.6772588976471847,True,True,True
291,0.053363537469416404,0.011716258143052195,0.28708290892438193,0.3385674622985852,False,False,False
292,0.0259107563709175,0.008297351018852326,-2.903245092843436,-2.830546430783536,True,True,True
293,0.07687871253074634,0.01515707838863685,1.7733439018760442,1.8131409064336073,False,False,False
294,0.05673820588247733,0.013138704788526483,0.5128516083534761,0.5587622462299485,False,False,False
295,0.04757837720634235,0.011526684858714782,-0.21008840124806372,-0.15775710867734175,False,False,False
296,0.044876576673352604,0.012728577390406556,-0.4025134286027038,-0.3551235044021763,False,False,False
297,0.05326549803475007,0.01415081504252074,0.230763954227217,0.27339092065278214,False,False,False
298,0.047861076390554966,0.012140949865272992,-0.17617432187600446,-0.12649070367432835,False,False,False
299,0.041164201477575546,0.010540310294258063,-0.8382863763733639,-0.7810578602412993,False,False,False
