replicate,seed,status,theta_hat,se_theta,p_equivalence,reject
106,91106,success,0.02641692030481355,0.008466206384180143,0.002671812420695308,True
107,91107,success,0.06451030707309527,0.014090501620307604,0.8484465252104352,False
108,91108,success,0.050167785444257464,0.012064814188012403,0.5055479138860153,False
109,91109,success,0.04294202708255871,0.012094859346326751,0.27976106036463766,False
110,91110,success,0.04957797583711423,0.01091101098668165,0.48457326166105535,False
111,91111,success,0.04274091189593147,0.0130052393737629,0.2883653691023479,False
112,91112,success,0.055524531013446676,0.013371970919124083,0.6602489350822051,False
113,91113,success,0.05336377614867279,0.012766529170467443,0.6039112222265236,False
114,91114,success,0.04080739367866273,0.012013324840556854,0.22207597824378866,False
115,91115,success,0.05094948366413923,0.013923685520097215,0.5271835938453056,False
116,91116,success,0.05894275214071372,0.013964043685655379,0.7390478642015508,False
117,91117,success,0.06139959834583527,0.013969974350092743,0.7927519643572469,False
118,91118,success,0.055491901840787054,0.012899630386173415,0.6648517170457884,False
